activity_id,date,intensity,rolling%,Comment,,,,,
7,2014-07-31 19:13:15,1,,,,,,,
6,2014-07-31 19:13:25,1,,,,,,,
6,2014-07-31 19:13:36,,,,,,,,
6,2014-07-31 19:13:46,,,,,,,,
5,2014-07-31 19:13:56,1,,,,,,,
6,2014-07-31 19:14:06,,,,,,,,
7,2014-07-31 19:14:17,,,,,,,,
6,2014-07-31 19:14:27,,,,,,,,
6,2014-07-31 19:14:37,1,,,,,,,
6,2014-07-31 19:14:48,,,,,,,,
6,2014-07-31 19:14:58,,,,,,,,
6,2014-07-31 19:15:08,,,,,,,,
6,2014-07-31 19:15:19,,,,,,,,
6,2014-07-31 19:15:29,,,,,,,,
6,2014-07-31 19:15:39,,,,,,,,
6,2014-07-31 19:15:49,1,,,,,,,
6,2014-07-31 19:16:00,,,,,,,,
6,2014-07-31 19:16:10,,,,,,,,
6,2014-07-31 19:16:20,,,,,,,,
6,2014-07-31 19:16:31,,,,,,,,
7,2014-07-31 19:16:41,,,,,,,,
6,2014-07-31 19:16:51,,,,,,,,
6,2014-07-31 19:17:02,,,,,,,,
6,2014-07-31 19:17:12,,,,,,,,
6,2014-07-31 19:17:22,,,,,,,,
6,2014-07-31 19:17:33,,,,,,,,
6,2014-07-31 19:17:43,,,,,,,,
7,2014-07-31 19:17:53,,,,,,,,
6,2014-07-31 19:18:03,,,,,,,,
6,2014-07-31 19:18:14,,,,,,,,
6,2014-07-31 19:18:24,,,,,,,,
7,2014-07-31 19:18:34,,,,,,,,
6,2014-07-31 19:18:45,,,,,,,,
6,2014-07-31 19:18:55,,,,,,,,
6,2014-07-31 19:19:05,1,,,,,,,
6,2014-07-31 19:19:16,,,,,,,,
6,2014-07-31 19:19:26,1,,,,,,,
6,2014-07-31 19:19:36,,,,,,,,
6,2014-07-31 19:19:46,,,,,,,,
6,2014-07-31 19:19:57,,,,,,,,
6,2014-07-31 19:20:07,,,,,,,,
5,2014-07-31 19:20:17,1,,,,,,,
6,2014-07-31 19:20:28,1,,,,,,,
7,2014-07-31 19:20:38,1,,,,,,,
7,2014-07-31 19:20:48,,,,,,,,
7,2014-07-31 19:20:59,,,,,,,,
7,2014-07-31 19:21:09,,,,,,,,
7,2014-07-31 19:21:19,,,,,,,,
7,2014-07-31 19:21:29,,,,,,,,
7,2014-07-31 19:21:40,,,,,,,,
7,2014-07-31 19:21:50,,,,,,,,
7,2014-07-31 19:22:00,,,,,,,,
7,2014-07-31 19:22:11,,,,,,,,
7,2014-07-31 19:22:21,,,,,,,,
7,2014-07-31 19:22:31,,,,,,,,
7,2014-07-31 19:22:42,,,,,,,,
6,2014-07-31 19:22:52,,,,,,,,
7,2014-07-31 19:23:02,,,,,,,,
7,2014-07-31 19:23:12,,,,,,,,
7,2014-07-31 19:23:23,,,,,,,,
7,2014-07-31 19:23:33,,,,,,,,
7,2014-07-31 19:23:43,,,,,,,,
7,2014-07-31 19:23:54,,,,,,,,
6,2014-07-31 19:24:04,,,,,,,,
5,2014-07-31 19:24:14,1,,,,,,,
7,2014-07-31 19:24:25,,,,,,,,
7,2014-07-31 19:24:35,,,,,,,,
7,2014-07-31 19:24:45,,,,,,,,
7,2014-07-31 19:24:55,,,,,,,,
7,2014-07-31 19:25:06,,,,,,,,
7,2014-07-31 19:25:16,,,,,,,,
7,2014-07-31 19:25:26,,,,,,,,
7,2014-07-31 19:25:37,,,,,,,,
7,2014-07-31 19:25:47,,,,,,,,
7,2014-07-31 19:25:57,,,,,,,,
7,2014-07-31 19:26:08,,,,,,,,
7,2014-07-31 19:26:18,,,,,,,,
7,2014-07-31 19:26:28,,0,,,,,,
7,2014-07-31 19:26:38,,0,,,,,,
7,2014-07-31 19:26:49,,0,,,,,,
7,2014-07-31 19:26:59,,0,,,,,,
7,2014-07-31 19:27:09,,0,,,,,,
7,2014-07-31 19:27:20,,0,,,,,,
7,2014-07-31 19:27:30,,0,,,,,,
7,2014-07-31 19:27:40,,0,,,,,,
7,2014-07-31 19:27:51,,0,,,,,,
7,2014-07-31 19:28:01,,0,,,,,,
7,2014-07-31 19:28:11,,0,,,,,,
7,2014-07-31 19:28:21,,0,,,,,,
6,2014-07-31 19:28:32,,0,,,,,,
7,2014-07-31 19:28:42,,0,,,,,,
7,2014-07-31 19:28:52,,0,,,,,,
6,2014-07-31 19:29:03,,0,,,,,,
7,2014-07-31 19:29:13,,0,,,,,,
7,2014-07-31 19:29:23,,0,,,,,,
7,2014-07-31 19:29:34,,0,,,,,,
7,2014-07-31 19:29:44,,0,,,,,,
7,2014-07-31 19:29:54,,0,,,,,,
7,2014-07-31 19:30:04,,0,,,,,,
7,2014-07-31 19:30:15,,0,,,,,,
7,2014-07-31 19:30:25,,0,,,,,,
7,2014-07-31 19:30:35,,0,,,,,,
7,2014-07-31 19:30:46,,0,,,,,,
7,2014-07-31 19:30:56,,0,,,,,,
7,2014-07-31 19:31:06,,0,,,,,,
7,2014-07-31 19:31:17,,0,,,,,,
6,2014-07-31 19:31:27,,0,,,,,,
7,2014-07-31 19:31:37,,0,,,,,,
7,2014-07-31 19:31:47,,0,,,,,,
7,2014-07-31 19:31:58,,0,,,,,,
7,2014-07-31 19:32:08,,0,,,,,,
7,2014-07-31 19:32:18,,0,,,,,,
7,2014-07-31 19:32:29,,0,,,,,,
7,2014-07-31 19:32:39,,0,,,,,,
7,2014-07-31 19:32:49,,0,,,,,,
7,2014-07-31 19:33:00,,0,,,,,,
7,2014-07-31 19:33:10,,0,,,,,,
7,2014-07-31 19:33:20,,0,,,,,,
7,2014-07-31 19:33:30,,0,,,,,,
7,2014-07-31 19:33:41,,0,,,,,,
7,2014-07-31 19:33:51,,0,,,,,,
7,2014-07-31 19:34:01,,0,,,,,,
6,2014-07-31 19:34:12,,0,,,,,,
7,2014-07-31 19:34:22,,0,,,,,,
6,2014-07-31 19:34:32,,0,,,,,,
7,2014-07-31 19:34:43,,0,,,,,,
7,2014-07-31 19:34:53,,0,,,,,,
7,2014-07-31 19:35:03,,0,,,,,,
7,2014-07-31 19:35:13,,0,,,,,,
7,2014-07-31 19:35:24,,0,,,,,,
7,2014-07-31 19:35:34,,0,,,,,,
7,2014-07-31 19:35:44,,0,,,,,,
7,2014-07-31 19:35:55,,0,,,,,,
7,2014-07-31 19:36:05,,0,,,,,,
7,2014-07-31 19:36:15,,0,,,,,,
7,2014-07-31 19:36:26,,0,,,,,,
7,2014-07-31 19:36:36,,0,,,,,,
7,2014-07-31 19:36:46,,0,,,,,,
7,2014-07-31 19:36:57,,0,,,,,,
7,2014-07-31 19:37:07,,0,,,,,,
7,2014-07-31 19:37:17,,0,,,,,,
7,2014-07-31 19:37:27,,0,,,,,,
7,2014-07-31 19:37:38,,0,,,,,,
7,2014-07-31 19:37:48,,0,,,,,,
7,2014-07-31 19:37:58,,0,,,,,,
7,2014-07-31 19:38:09,,0,,,,,,
7,2014-07-31 19:38:19,,0,,,,,,
7,2014-07-31 19:38:29,,0,,,,,,
7,2014-07-31 19:38:40,,0,,,,,,
7,2014-07-31 19:38:50,,0,,,,,,
7,2014-07-31 19:39:00,,0,,,,,,
7,2014-07-31 19:39:10,,0,,,,,,
7,2014-07-31 19:39:21,,0,,,,,,
7,2014-07-31 19:39:31,,0,,,,,,
7,2014-07-31 19:39:41,,0,,,,,,
7,2014-07-31 19:39:52,,0,,,,,,
7,2014-07-31 19:40:02,,0,,,,,,
7,2014-07-31 19:40:12,,0,,,,,,
7,2014-07-31 19:40:23,,0,,,,,,
7,2014-07-31 19:40:33,,0,,,,,,
7,2014-07-31 19:40:43,,0,,,,,,
7,2014-07-31 19:40:53,,0,,,,,,
7,2014-07-31 19:41:04,,0,,,,,,
7,2014-07-31 19:41:14,,0,,,,,,
7,2014-07-31 19:41:24,,0,,,,,,
7,2014-07-31 19:41:35,,0,,,,,,
7,2014-07-31 19:41:45,,0,,,,,,
7,2014-07-31 19:41:55,,0,,,,,,
7,2014-07-31 19:42:06,,0,,,,,,
7,2014-07-31 19:42:16,,0,,,,,,
7,2014-07-31 19:42:26,,0,,,,,,
7,2014-07-31 19:42:36,,0,,,,,,
7,2014-07-31 19:42:47,,0,,,,,,
6,2014-07-31 19:42:57,,0,,,,,,
6,2014-07-31 19:43:07,,0,,,,,,
7,2014-07-31 19:43:18,,0,,,,,,
7,2014-07-31 19:43:28,,0,,,,,,
7,2014-07-31 19:43:38,,0,,,,,,
7,2014-07-31 19:43:49,,0,,,,,,
7,2014-07-31 19:43:59,,0,,,,,,
7,2014-07-31 19:44:09,,0,,,,,,
7,2014-07-31 19:44:19,,0,,,,,,
7,2014-07-31 19:44:30,,0,,,,,,
7,2014-07-31 19:44:40,,0,,,,,,
7,2014-07-31 19:44:50,,0,,,,,,
7,2014-07-31 19:45:01,,0,,,,,,
7,2014-07-31 19:45:11,,0,,,,,,
7,2014-07-31 19:45:21,,0,,,,,,
6,2014-07-31 19:45:32,,0,,,,,,
6,2014-07-31 19:45:42,,0,,,,,,
6,2014-07-31 19:45:52,,0,,,,,,
6,2014-07-31 19:46:02,,0,,,,,,
6,2014-07-31 19:46:13,,0,,,,,,
6,2014-07-31 19:46:23,,0,,,,,,
6,2014-07-31 19:46:33,,0,,,,,,
7,2014-07-31 19:46:44,,0,,,,,,
6,2014-07-31 19:46:54,,0,,,,,,
6,2014-07-31 19:47:04,,0,,,,,,
5,2014-07-31 19:47:15,1,0,,,,,,
6,2014-07-31 19:47:25,,0,,,,,,
7,2014-07-31 19:47:35,,0,,,,,,
6,2014-07-31 19:47:45,,0,,,,,,
6,2014-07-31 19:47:56,,0,,,,,,
6,2014-07-31 19:48:06,,0,,,,,,
6,2014-07-31 19:48:16,,0,,,,,,
6,2014-07-31 19:48:27,,0,,,,,,
6,2014-07-31 19:48:37,,0,,,,,,
6,2014-07-31 19:48:47,,0,,,,,,
6,2014-07-31 19:48:58,,0,,,,,,
6,2014-07-31 19:49:08,,0,,,,,,
7,2014-07-31 19:49:18,,0,,,,,,
6,2014-07-31 19:49:28,,0,,,,,,
7,2014-07-31 19:49:39,,0,,,,,,
7,2014-07-31 19:49:49,,0,,,,,,
7,2014-07-31 19:49:59,1,0,,,,,,
7,2014-07-31 19:50:10,,0,,,,,,
7,2014-07-31 19:50:20,,0,,,,,,
7,2014-07-31 19:50:30,,0,,,,,,
7,2014-07-31 19:50:41,,0,,,,,,
7,2014-07-31 19:50:51,,0,,,,,,
7,2014-07-31 19:51:01,,0,,,,,,
7,2014-07-31 19:51:11,,0,,,,,,
7,2014-07-31 19:51:22,,0,,,,,,
7,2014-07-31 19:51:32,,0,,,,,,
6,2014-07-31 19:51:42,,0,,,,,,
7,2014-07-31 19:51:53,,0,,,,,,
7,2014-07-31 19:52:03,,0,,,,,,
7,2014-07-31 19:52:13,,0,,,,,,
7,2014-07-31 19:52:24,,0,,,,,,
7,2014-07-31 19:52:34,,0,,,,,,
7,2014-07-31 19:52:44,,0,,,,,,
6,2014-07-31 19:52:54,,0,,,,,,
7,2014-07-31 19:53:05,,0,,,,,,
6,2014-07-31 19:53:15,,0,,,,,,
7,2014-07-31 19:53:25,,0,,,,,,
7,2014-07-31 19:53:36,,0,,,,,,
7,2014-07-31 19:53:46,,0,,,,,,
7,2014-07-31 19:53:56,,0,,,,,,
7,2014-07-31 19:54:07,,0,,,,,,
7,2014-07-31 19:54:17,,0,,,,,,
7,2014-07-31 19:54:27,,0,,,,,,
7,2014-07-31 19:54:37,,0,,,,,,
7,2014-07-31 19:54:48,,0,,,,,,
7,2014-07-31 19:54:58,,0,,,,,,
7,2014-07-31 19:55:08,,0,,,,,,
7,2014-07-31 19:55:19,1,0,,,,,,
6,2014-07-31 19:55:29,1,0,,,,,,
7,2014-07-31 19:55:39,1,0,,,,,,
6,2014-07-31 19:55:50,,0,,,,,,
6,2014-07-31 19:56:00,,0,,,,,,
6,2014-07-31 19:56:10,,0,,,,,,
6,2014-07-31 19:56:20,,0,,,,,,
7,2014-07-31 19:56:31,1,0,,,,,,
6,2014-07-31 19:56:41,,0,,,,,,
7,2014-07-31 19:56:51,,0,,,,,,
7,2014-07-31 19:57:02,,0,,,,,,
6,2014-07-31 19:57:12,,0,,,,,,
6,2014-07-31 19:57:22,,0,,,,,,
6,2014-07-31 19:57:33,,0,,,,,,
7,2014-07-31 19:57:43,,0,,,,,,
7,2014-07-31 19:57:53,,0,,,,,,
7,2014-07-31 19:58:04,,0,,,,,,
7,2014-07-31 19:58:14,,0,,,,,,
7,2014-07-31 19:58:24,,0,,,,,,
7,2014-07-31 19:58:34,,0,,,,,,
6,2014-07-31 19:58:45,,0,,,,,,
7,2014-07-31 19:58:55,,0,,,,,,
7,2014-07-31 19:59:05,,0,,,,,,
7,2014-07-31 19:59:16,,0,,,,,,
6,2014-07-31 19:59:26,,0,,,,,,
7,2014-07-31 19:59:36,,0,,,,,,
7,2014-07-31 19:59:47,,0,,,,,,
7,2014-07-31 19:59:57,,0,,,,,,
7,2014-07-31 20:00:07,,0,,,,,,
7,2014-07-31 20:00:17,,0,,,,,,
7,2014-07-31 20:00:28,,0,,,,,,
7,2014-07-31 20:00:38,,0,,,,,,
7,2014-07-31 20:00:48,,0,,,,,,
7,2014-07-31 20:00:59,,0,,,,,,
7,2014-07-31 20:01:09,,0,,,,,,
7,2014-07-31 20:01:19,,0,,,,,,
7,2014-07-31 20:01:30,,0,,,,,,
7,2014-07-31 20:01:40,,0,,,,,,
7,2014-07-31 20:01:50,,0,,,,,,
7,2014-07-31 20:02:01,,0,,,,,,
7,2014-07-31 20:02:11,,0,,,,,,
7,2014-07-31 20:02:21,2,0,,,,,,
7,2014-07-31 20:02:31,,0,,,,,,
7,2014-07-31 20:02:42,2,0,,,,,,
6,2014-07-31 20:02:52,1,0,,,,,,
7,2014-07-31 20:03:02,2,0,,,,,,
7,2014-07-31 20:03:13,1,0,,,,,,
7,2014-07-31 20:03:23,1,0,,,,,,
7,2014-07-31 20:03:33,,0,,,,,,
7,2014-07-31 20:03:44,1,0,,,,,,
6,2014-07-31 20:03:54,1,0,,,,,,
6,2014-07-31 20:04:04,1,0,,,,,,
7,2014-07-31 20:04:14,,0,,,,,,
7,2014-07-31 20:04:25,,0,,,,,,
7,2014-07-31 20:04:35,,0,,,,,,
7,2014-07-31 20:04:45,2,0,,,,,,
7,2014-07-31 20:04:56,,0,,,,,,
7,2014-07-31 20:05:06,,0,,,,,,
7,2014-07-31 20:05:16,,0,,,,,,
7,2014-07-31 20:05:27,1,0,,,,,,
6,2014-07-31 20:05:37,1,0,,,,,,
6,2014-07-31 20:05:47,,0,,,,,,
7,2014-07-31 20:05:57,1,0,,,,,,
7,2014-07-31 20:06:08,,0,,,,,,
7,2014-07-31 20:06:18,1,0,,,,,,
7,2014-07-31 20:06:28,1,0,,,,,,
7,2014-07-31 20:06:39,1,0,,,,,,
6,2014-07-31 20:06:49,,0,,,,,,
6,2014-07-31 20:06:59,1,0,,,,,,
7,2014-07-31 20:07:10,1,0,,,,,,
7,2014-07-31 20:07:20,,0,,,,,,
7,2014-07-31 20:07:30,,0,,,,,,
6,2014-07-31 20:07:41,,0,,,,,,
6,2014-07-31 20:07:51,1,0,,,,,,
7,2014-07-31 20:08:01,1,0,,,,,,
7,2014-07-31 20:08:11,2,0,,,,,,
7,2014-07-31 20:08:22,2,0,,,,,,
7,2014-07-31 20:08:32,8,0,,,,,,
7,2014-07-31 20:08:42,7,0,,,,,,
6,2014-07-31 20:08:53,8,0,,,,,,
7,2014-07-31 20:09:03,7,0,,,,,,
7,2014-07-31 20:09:13,7,0,,,,,,
7,2014-07-31 20:09:24,7,0,,,,,,
7,2014-07-31 20:09:34,8,0,,,,,,
7,2014-07-31 20:09:44,7,0,,,,,,
6,2014-07-31 20:10:05,7,0,,,,,,
7,2014-07-31 20:09:54,8,0,,,,,,
7,2014-07-31 20:10:15,8,0,,,,,,
6,2014-07-31 20:10:25,8,0,,,,,,
7,2014-07-31 20:10:36,8,0,,,,,,
6,2014-07-31 20:10:46,9,0,,,,,,
7,2014-07-31 20:10:56,9,0,,,,,,
7,2014-07-31 20:11:07,9,0,,,,,,
7,2014-07-31 20:11:17,9,0,,,,,,
6,2014-07-31 20:11:27,9,0,,,,,,
7,2014-07-31 20:11:38,8,0,,,,,,
6,2014-07-31 20:11:48,8,0,,,,,,
6,2014-07-31 20:11:58,8,0,,,,,,
7,2014-07-31 20:12:08,9,0,,,,,,
7,2014-07-31 20:12:19,9,0,,,,,,
7,2014-07-31 20:12:29,9,0,,,,,,
6,2014-07-31 20:12:39,9,0,,,,,,
6,2014-07-31 20:12:50,9,0,,,,,,
6,2014-07-31 20:13:00,9,0,,,,,,
7,2014-07-31 20:13:10,9,0,,,,,,
7,2014-07-31 20:13:21,9,0,,,,,,
7,2014-07-31 20:13:31,9,0,,,,,,
7,2014-07-31 20:13:41,9,0,,,,,,
7,2014-07-31 20:13:51,9,0,,,,,,
6,2014-07-31 20:14:02,9,0,,,,,,
7,2014-07-31 20:14:12,9,0,,,,,,
7,2014-07-31 20:14:22,9,0,,,,,,
7,2014-07-31 20:14:33,9,0,,,,,,
7,2014-07-31 20:14:43,9,0,,,,,,
7,2014-07-31 20:14:53,9,0,,,,,,
7,2014-07-31 20:15:04,9,0,,,,,,
7,2014-07-31 20:15:14,9,0,,,,,,
7,2014-07-31 20:15:24,9,0,,,,,,
7,2014-07-31 20:15:35,9,0,,,,,,
7,2014-07-31 20:15:45,8,0,,,,,,
7,2014-07-31 20:15:55,9,0,,,,,,
6,2014-07-31 20:16:05,9,0,,,,,,
7,2014-07-31 20:16:16,9,0,,,,,,
7,2014-07-31 20:16:26,9,0,,,,,,
6,2014-07-31 20:16:36,9,0,,,,,,
6,2014-07-31 20:16:47,9,0,,,,,,
7,2014-07-31 20:16:57,9,0,,,,,,
6,2014-07-31 20:17:07,9,0,,,,,,
6,2014-07-31 20:17:18,9,0,,,,,,
6,2014-07-31 20:17:28,9,0,,,,,,
6,2014-07-31 20:17:38,9,0,,,,,,
6,2014-07-31 20:17:48,9,0,,,,,,
7,2014-07-31 20:17:59,9,0,,,,,,
6,2014-07-31 20:18:09,9,0,,,,,,
7,2014-07-31 20:18:19,9,0,,,,,,
7,2014-07-31 20:18:30,9,0,,,,,,
6,2014-07-31 20:18:40,9,0,,,,,,
6,2014-07-31 20:18:50,9,0,,,,,,
6,2014-07-31 20:19:01,9,0,,,,,,
7,2014-07-31 20:19:11,8,0,,,,,,
7,2014-07-31 20:19:21,9,0,,,,,,
6,2014-07-31 20:19:32,9,0,,,,,,
6,2014-07-31 20:19:42,9,0,,,,,,
6,2014-07-31 20:19:52,9,0,,,,,,
6,2014-07-31 20:20:02,8,0,,,,,,
6,2014-07-31 20:20:13,9,0,,,,,,
7,2014-07-31 20:20:23,9,0,,,,,,
6,2014-07-31 20:20:33,9,0,,,,,,
6,2014-07-31 20:20:44,8,0,,,,,,
6,2014-07-31 20:20:54,8,0,,,,,,
7,2014-07-31 20:21:04,9,0,,,,,,
7,2014-07-31 20:21:15,9,0,,,,,,
6,2014-07-31 20:21:25,9,0,,,,,,
6,2014-07-31 20:21:35,9,0,,,,,,
6,2014-07-31 20:21:45,8,0,,,,,,
6,2014-07-31 20:21:56,9,0,,,,,,
6,2014-07-31 20:22:06,9,0,,,,,,
6,2014-07-31 20:22:16,9,0,,,,,,
6,2014-07-31 20:22:27,9,0,,,,,,
6,2014-07-31 20:22:37,9,0,,,,,,
7,2014-07-31 20:22:47,9,0,,,,,,
7,2014-07-31 20:22:58,9,0,,,,,,
6,2014-07-31 20:23:08,9,0,,,,,,
7,2014-07-31 20:23:18,9,0,,,,,,
6,2014-07-31 20:23:28,9,0,,,,,,
7,2014-07-31 20:23:39,9,0,,,,,,
7,2014-07-31 20:23:49,9,0,,,,,,
6,2014-07-31 20:23:59,9,0,,,,,,
7,2014-07-31 20:24:10,9,0,,,,,,
6,2014-07-31 20:24:20,9,0,,,,,,
6,2014-07-31 20:24:30,9,0,,,,,,
6,2014-07-31 20:24:41,9,0,,,,,,
7,2014-07-31 20:24:51,10,0,,,,,,
7,2014-07-31 20:25:01,10,0,,,,,,
7,2014-07-31 20:25:12,9,0,,,,,,
7,2014-07-31 20:25:22,9,0,,,,,,
7,2014-07-31 20:25:32,9,0,,,,,,
7,2014-07-31 20:25:42,9,0,,,,,,
7,2014-07-31 20:25:53,9,0,,,,,,
7,2014-07-31 20:26:03,9,0,,,,,,
7,2014-07-31 20:26:13,9,0,,,,,,
6,2014-07-31 20:26:34,9,0,,,,,,
6,2014-07-31 20:26:24,9,0,,,,,,
6,2014-07-31 20:26:44,9,0,,,,,,
6,2014-07-31 20:26:55,9,0,,,,,,
6,2014-07-31 20:27:05,9,0,,,,,,
7,2014-07-31 20:27:15,9,0,,,,,,
7,2014-07-31 20:27:25,10,0,,,,,,
7,2014-07-31 20:27:36,9,0,,,,,,
7,2014-07-31 20:27:46,10,0,,,,,,
7,2014-07-31 20:27:56,10,0,,,,,,
7,2014-07-31 20:28:07,9,0,,,,,,
7,2014-07-31 20:28:17,9,0,,,,,,
7,2014-07-31 20:28:27,2,0,,,,,,
7,2014-07-31 20:28:38,,0,,,,,,
7,2014-07-31 20:28:48,4,0,,,,,,
7,2014-07-31 20:28:58,9,0,,,,,,
7,2014-07-31 20:29:09,9,0,,,,,,
7,2014-07-31 20:29:19,9,0,,,,,,
7,2014-07-31 20:29:29,10,0,,,,,,
7,2014-07-31 20:29:39,9,0,,,,,,
7,2014-07-31 20:29:50,9,0,,,,,,
7,2014-07-31 20:30:00,9,0,,,,,,
7,2014-07-31 20:30:10,9,0,,,,,,
7,2014-07-31 20:30:21,9,0,,,,,,
7,2014-07-31 20:30:31,9,0,,,,,,
7,2014-07-31 20:30:41,9,0,,,,,,
7,2014-07-31 20:30:52,9,0,,,,,,
7,2014-07-31 20:31:02,9,0,,,,,,
7,2014-07-31 20:31:12,9,0,,,,,,
7,2014-07-31 20:31:22,9,0,,,,,,
6,2014-07-31 20:31:33,9,0,,,,,,
6,2014-07-31 20:31:43,9,0,,,,,,
6,2014-07-31 20:31:53,9,0,,,,,,
7,2014-07-31 20:32:04,9,0,,,,,,
6,2014-07-31 20:32:14,9,0,,,,,,
7,2014-07-31 20:32:24,9,0,,,,,,
7,2014-07-31 20:32:35,11,0,,,,,,
7,2014-07-31 20:32:45,10,0,,,,,,
7,2014-07-31 20:32:55,9,0,,,,,,
6,2014-07-31 20:33:06,9,0,,,,,,
7,2014-07-31 20:33:16,9,0,,,,,,
6,2014-07-31 20:33:26,10,0,,,,,,
7,2014-07-31 20:33:36,9,0,,,,,,
6,2014-07-31 20:33:47,9,0,,,,,,
6,2014-07-31 20:33:57,9,0,,,,,,
7,2014-07-31 20:34:07,9,0,,,,,,
6,2014-07-31 20:34:18,10,0,,,,,,
7,2014-07-31 20:34:28,10,0,,,,,,
6,2014-07-31 20:34:38,9,0,,,,,,
7,2014-07-31 20:34:49,9,0,,,,,,
7,2014-07-31 20:34:59,5,0,,,,,,
7,2014-07-31 20:35:09,1,0,,,,,,
6,2014-07-31 20:35:19,,0,,,,,,
7,2014-07-31 20:35:30,1,0,,,,,,
7,2014-07-31 20:35:40,,0,,,,,,
7,2014-07-31 20:35:50,,0,,,,,,
7,2014-07-31 20:36:01,,0,,,,,,
7,2014-07-31 20:36:11,,0,,,,,,
7,2014-07-31 20:36:21,,0,,,,,,
7,2014-07-31 20:36:32,1,0,,,,,,
7,2014-07-31 20:36:42,2,0,,,,,,
6,2014-07-31 20:36:52,1,0,,,,,,
7,2014-07-31 20:37:03,1,0,,,,,,
7,2014-07-31 20:37:13,4,0,,,,,,
7,2014-07-31 20:37:23,7,0,,,,,,
6,2014-07-31 20:37:33,9,0,,,,,,
7,2014-07-31 20:37:44,9,0,,,,,,
6,2014-07-31 20:37:54,10,0,,,,,,
6,2014-07-31 20:38:04,11,0,,,,,,
7,2014-07-31 20:38:15,10,0,,,,,,
7,2014-07-31 20:38:25,9,0,,,,,,
7,2014-07-31 20:38:35,10,0,,,,,,
7,2014-07-31 20:38:46,10,0,,,,,,
7,2014-07-31 20:38:56,10,0,,,,,,
7,2014-07-31 20:39:06,9,0,,,,,,
7,2014-07-31 20:39:16,11,0,,,,,,
7,2014-07-31 20:39:27,11,0,,,,,,
6,2014-07-31 20:39:37,10,0,,,,,,
7,2014-07-31 20:39:47,11,0,,,,,,
7,2014-07-31 20:39:58,11,0,,,,,,
